Image Name,Views,Views Per Day,Category,Brightness,Contrast,Text Presence,Face Count,Dominant Color,Object Count
0e3GPea1Tyg.jpg,778096927,634663.07,Gaming,101.12160300925926,81.24780893612517,1,8,"(0, 0, 0)",11
y6mTgX03Va0.jpg,456814984,699563.53,Gaming,89.11755787037038,63.85933624757188,1,0,"(58, 58, 58)",1
yYhVn0vcCU0.jpg,209476546,515952.08,Gaming,85.3355787037037,59.43877357079542,1,0,"(63, 59, 56)",0
s72dhTVYKtM.jpg,131089632,103464.59,Gaming,91.04494212962963,82.15686374428844,1,2,"(0, 0, 0)",2
2nd73lyvq4w.jpg,130700472,58374.49,Gaming,92.02567708333333,79.64799267827239,1,1,"(0, 0, 0)",2
kqcF3yAriwY.jpg,109092586,102338.26,Gaming,100.23063078703704,64.1110383721324,1,0,"(62, 63, 58)",3
-4tesAWfZVk.jpg,108963511,477910.14,Gaming,64.92976851851851,45.352356205299216,1,0,"(24, 31, 37)",2
s7s4JBh6ZF8.jpg,88645113,963533.84,Gaming,76.19982060185185,49.88947897339012,1,0,"(65, 23, 25)",1
CsyOrAqD-6A.jpg,82911543,194172.23,Gaming,72.44295138888889,59.864220092704976,1,0,"(40, 39, 44)",4
TU99gX7NGZ8.jpg,71096975,44771.39,Gaming,92.38050347222222,71.93515592587431,1,1,"(0, 0, 0)",1
AvcdY_tuBeU.jpg,64129235,521375.89,Gaming,65.99380208333334,75.57318282792671,1,0,"(0, 0, 0)",1
7M0DUuSaSVI.jpg,60087114,790619.92,Gaming,108.07043981481482,76.1441008925346,1,0,"(69, 73, 72)",1
emyFrldcv0Y.jpg,56406816,1819574.71,Gaming,91.34720486111111,60.9891564886832,1,0,"(1, 49, 63)",5
oRoibxvGDn0.jpg,52919778,49457.74,Gaming,75.30285300925927,65.66018896920302,1,1,"(26, 40, 23)",5
6t7yFWT0VNs.jpg,54084212,1864972.83,Gaming,78.3007638888889,62.07238096434791,1,0,"(57, 41, 25)",2
4xDzrJKXOOY.jpg,50119487,78189.53,Gaming,42.71971064814815,43.03185636730393,1,0,"(0, 0, 0)",6
P8LcWk3GdIU.jpg,48656183,274893.69,Gaming,44.18089699074074,37.24251931635051,1,0,"(25, 29, 32)",5
14-ZdMwVY4w.jpg,47804818,118036.59,Gaming,61.44605324074074,38.70793229581678,1,0,"(37, 34, 27)",10
XJhG1aC5dWs.jpg,46231878,77440.33,Gaming,56.15316550925926,58.40569307536562,1,0,"(0, 0, 0)",2
QaIlqBUXCyo.jpg,45965959,473875.87,Gaming,70.2285474537037,63.734110446043275,1,1,"(60, 53, 47)",8
UzB7vksmlgM.jpg,45187652,41456.56,Gaming,49.34916087962963,45.670058570956314,1,2,"(0, 0, 0)",6
YBg2_AM6RLM.jpg,45221046,869635.5,Gaming,69.28278935185185,75.51160695424319,1,1,"(65, 62, 55)",6
oPtEYphJW8I.jpg,46255906,2434521.37,Gaming,75.61819444444444,61.48978216066386,1,2,"(35, 32, 25)",6
FZI5RMI19MQ.jpg,45924387,1640156.68,Gaming,91.80195023148148,67.57891482434063,1,1,"(1, 37, 51)",4
BBFswfBrEcc.jpg,43281261,145728.15,Gaming,53.28075810185185,58.70485785493288,1,1,"(0, 0, 0)",2
Zw29yaH_vxo.jpg,41603126,1733463.58,Gaming,66.93024884259259,56.68138362248556,1,0,"(25, 29, 32)",3
FJG7aL7GA0U.jpg,40425515,141843.91,Gaming,56.902251157407406,50.94300020999207,1,1,"(18, 17, 22)",3
-i0OIy5zSrs.jpg,39673686,14699.4,Gaming,82.05530671296296,72.13482796325137,1,0,"(0, 0, 0)",1
F-TZ1BFl7rY.jpg,38310825,196465.77,Gaming,61.347934027777775,50.51290013099422,1,2,"(25, 41, 14)",1
ej_1DA-U1cg.jpg,37604990,172499.95,Gaming,50.165856481481484,49.84557371000361,1,1,"(2, 20, 70)",4
6gphsiQDjDY.jpg,35927023,20731.12,Gaming,73.48833333333333,67.8250461802412,1,1,"(0, 0, 0)",1
AmxVAR2S7sY.jpg,34010987,51144.34,Gaming,62.11087384259259,52.5220592307044,1,0,"(0, 0, 0)",4
5oJxXuqERRA.jpg,33478136,61996.55,Gaming,73.14330439814815,59.38492842688402,1,1,"(31, 37, 23)",1
NHC_Tlxyhn8.jpg,30493864,26961.86,Gaming,108.86730902777778,86.9648711315665,1,1,"(0, 0, 0)",2
iGRfDcy025w.jpg,29760744,437658.0,Gaming,65.5597511574074,51.31227455567494,1,1,"(63, 46, 39)",3
XlPBaYkyyA4.jpg,28430064,225635.43,Gaming,78.59295717592593,62.28960712076887,1,1,"(46, 39, 33)",3
epQDixjXMos.jpg,27389547,78480.08,Gaming,49.14119212962963,49.77542338459677,1,0,"(23, 23, 23)",0
zp0AlVoCa4k.jpg,27286955,53294.83,Gaming,69.47997106481482,62.92103308431379,1,0,"(0, 0, 0)",2
Yv8xg0FMDXw.jpg,26278828,525576.56,Gaming,70.67982060185186,65.5689360359346,1,8,"(0, 0, 0)",13
tkC7oAbL-uM.jpg,25225976,274195.39,Gaming,91.18117476851852,83.77988269262669,1,1,"(0, 0, 0)",5
DIR6487etPk.jpg,24976642,128085.34,Gaming,88.21252314814815,71.91612347306399,1,1,"(72, 72, 72)",2
4JsgRTEhEDM.jpg,24573702,311059.52,Gaming,65.81582754629629,51.286525924329545,1,1,"(58, 51, 41)",2
