Image Name,Views,Views Per Day,Category,Brightness,Contrast,Text Presence,Face Count,Dominant Color,Object Count
hq3yfQnllfQ.jpg,6391377569,1579678.09,Music,75.89973958333333,63.311702080283354,1,0,"(0, 0, 0)",0
fHqjNHxmB7c.jpg,1999469767,515460.11,Music,104.64483796296297,88.72217061705334,1,1,"(0, 0, 0)",1
7zp1TbLFPp8.jpg,1595039598,298193.98,Music,97.60603009259259,87.27646961709192,1,2,"(0, 0, 0)",1
3xqqj9o7TgA.jpg,1426441130,388994.04,Music,120.61022569444444,81.28292461576775,1,2,"(0, 0, 0)",2
ekr2nIex040.jpg,1420754799,8456873.8,Music,105.49805555555555,76.33845890977324,1,0,"(0, 0, 0)",2
GzU8KqOY8YA.jpg,1368253655,455325.68,Music,115.20054398148149,91.43905720519243,1,0,"(0, 0, 0)",4
h4eueDYPTIg.jpg,1263114474,314442.24,Music,88.53733217592593,70.9467461003996,1,3,"(0, 0, 0)",4
G7KNmW9a75Y.jpg,1022317071,1259011.17,Music,55.85730902777778,68.15149691420989,1,0,"(0, 0, 0)",3
HyHNuVaZJ-k.jpg,959937334,299886.7,Music,69.19125578703704,82.35728502639198,1,0,"(0, 0, 0)",1
T3E9Wjbq44E.jpg,940638247,188769.47,Music,52.741585648148146,62.595375411835995,1,2,"(0, 0, 0)",3
GCdwKhTtNNw.jpg,878228768,199009.46,Music,52.553472222222226,51.490698544055356,1,0,"(0, 0, 0)",1
8EJ3zbKTWQ8.jpg,810719179,423131.1,Music,50.93744212962963,56.09088997657915,1,1,"(0, 0, 0)",6
ZSM3w1v-A_Y.jpg,778057687,134845.35,Music,40.67887152777778,45.43962170016744,1,1,"(0, 0, 0)",2
nmjdaBaZe8Y.jpg,750677825,133098.91,Music,95.71447337962962,89.46565065433082,1,1,"(0, 0, 0)",1
iAP9AF6DCu4.jpg,649531591,115165.18,Music,39.20974537037037,54.911685935235845,1,1,"(0, 0, 0)",2
AWpsOqh8q0M.jpg,624394781,110278.13,Music,131.4973090277778,103.33257338286576,1,1,"(0, 0, 0)",1
JT0MmZcJ2Vw.jpg,594761984,310094.88,Music,76.7252025462963,72.52256131407579,1,0,"(0, 0, 0)",1
c18441Eh_WE.jpg,584998240,99625.04,Music,153.4055787037037,94.35839973644374,1,0,"(0, 0, 0)",1
hn3wJ1_1Zsg.jpg,574382224,177937.49,Music,39.29371527777778,46.14229092089157,1,0,"(0, 0, 0)",3
t0U-1Rcq-Qg.jpg,574104232,136431.61,Music,56.46441550925926,64.54876499552661,1,0,"(0, 0, 0)",2
I-QfPUz1es8.jpg,557887968,246743.9,Music,35.832251157407406,66.20025012122574,1,1,"(1, 1, 1)",2
HexFqifusOk.jpg,530480749,196256.29,Music,79.93552662037037,75.79580117846352,1,4,"(0, 0, 0)",3
jfKfPfyJRdk.jpg,529410724,531003.74,Music,40.29855324074074,46.76732396128177,1,1,"(0, 0, 0)",9
pmkoy0GIhn0.jpg,484989543,228445.38,Music,139.33208912037037,90.04434767930776,1,0,"(0, 0, 0)",7
A9hcJgtnm6Q.jpg,411730889,177700.0,Music,53.773587962962964,49.72163158336327,1,1,"(0, 0, 0)",2
mLW35YMzELE.jpg,346775735,873490.52,Music,31.8484375,55.96744437380109,1,1,"(0, 0, 0)",1
90RLzVUuXe4.jpg,341583926,368881.13,Music,70.05251736111111,72.04959817549891,1,2,"(0, 0, 0)",2
Tmqbbt-yyUQ.jpg,336426117,169058.35,Music,88.4315625,70.41700881976888,1,1,"(0, 0, 0)",3
dC7tUcRCS58.jpg,264439180,63232.71,Music,108.9708738425926,76.23174145419463,1,0,"(0, 0, 0)",0
DiV48J0uB_Y.jpg,247423652,185197.34,Music,97.68517361111111,78.29816323405257,1,0,"(0, 0, 0)",1
tnAbKuGss4Y.jpg,245350205,42521.7,Music,99.29666087962963,90.30566712179937,1,0,"(0, 0, 0)",1
FjBp30kjzTc.jpg,239379782,100706.68,Music,80.47371527777777,66.23339880289814,1,1,"(0, 0, 0)",3
prnPXVsjBaU.jpg,233493988,543009.27,Music,105.87171875,63.38933157541816,1,0,"(50, 59, 56)",3
PTiKjpQ-FUE.jpg,192150530,790742.92,Music,96.06017939814815,57.163251699629754,1,1,"(55, 52, 45)",1
TQ96cmkQ8SQ.jpg,186616484,123587.08,Music,112.2922337962963,91.55630827812693,1,4,"(0, 0, 0)",3
2Vh9gqDi4Y8.jpg,169438389,106699.24,Music,111.07059606481481,87.5018584392126,1,3,"(0, 0, 0)",3
jWQx2f-CErU.jpg,156418684,947992.02,Music,136.22293981481482,103.13262170113819,1,1,"(0, 0, 0)",4
VSXT4a2kRHA.jpg,152069824,432016.55,Music,38.60191550925926,64.66347103206074,1,1,"(0, 0, 0)",1
